9.999936370316081513e-02,9.999959836956837100e-02,1.999994084440129272e-01
1.015303194540541076e-01,1.015606486937297021e-01,2.011704705770057111e-01
1.023743679401575013e-01,1.031854423017010969e-01,2.019164983091858989e-01
1.039283952530330735e-01,1.047968181199318144e-01,2.028009977255846030e-01
1.048263777627594651e-01,1.061001591538231481e-01,2.034618849355279979e-01
1.064118558405890008e-01,1.073731277229105080e-01,2.044812862915622032e-01
1.351594343692746059e-01,7.949369115920572326e-02,1.782906221492547572e-01
1.087509752413067521e-01,1.094852773044634187e-01,2.056233453926032129e-01
1.101031950998747205e-01,1.108275723095977217e-01,2.062960061194543115e-01
1.115936509324418624e-01,1.117943579296371975e-01,2.072969857825956719e-01
1.124886553091165864e-01,1.131288260580652905e-01,2.080241657044453463e-01
1.134413564346759551e-01,1.138106894072636321e-01,2.086210264128059988e-01
1.146816212304253985e-01,1.151587142364665917e-01,2.096655638867576110e-01
1.162683376939963459e-01,1.163732125449649102e-01,2.101478509650168691e-01
1.173386860915247021e-01,1.173140265603830057e-01,2.112451065059811894e-01
1.181974668817690338e-01,1.181515739686363475e-01,2.124526424569512795e-01
1.192122834269503107e-01,1.197771793507911575e-01,2.130542372977805576e-01
1.200031424965041782e-01,1.211182235527253487e-01,2.135455565448435289e-01
1.209032949605304552e-01,1.226651099983029763e-01,2.147047563376762724e-01
1.221018720269192726e-01,1.240274086026329353e-01,2.156818446794623867e-01
1.234359466625590818e-01,1.256151824981344145e-01,2.168439013369272139e-01
1.241149984633978520e-01,1.264872501626840562e-01,2.180334710645565333e-01
1.250125798449111536e-01,1.274687923666694145e-01,2.184292341165652573e-01
1.260980398114217582e-01,1.283752067169306177e-01,2.189042475126630749e-01
1.272893228805867527e-01,1.292311560345353050e-01,2.201978886642414757e-01
1.287283504909768062e-01,1.302930009423631241e-01,2.206777069855883067e-01
1.300115547503526425e-01,1.312414075105268196e-01,2.216552418578904837e-01
1.310504533739313415e-01,1.323482696149418936e-01,2.228600096995348445e-01
1.317379330274865146e-01,1.337120423375251221e-01,2.239716505081550124e-01
1.332226441374416148e-01,1.351500705472639119e-01,2.243294572761048156e-01
1.343328622891644397e-01,1.362853762582204309e-01,2.256451349971502207e-01
1.352491217146658264e-01,1.374755648403810926e-01,2.267290371262624671e-01
1.365242977765749322e-01,1.384545934481992702e-01,2.271693012926496169e-01
1.373750662684361523e-01,1.398987835773962407e-01,2.284282443840733312e-01
1.383536883540855411e-01,1.414284177849243485e-01,2.294422108608094313e-01
1.392771984915121830e-01,1.427843851262698416e-01,2.304236061197874053e-01
1.398704116094269256e-01,1.443260417950491536e-01,2.307522411451033428e-01
1.406209913652926580e-01,1.458129717467246955e-01,2.315809832574766136e-01
1.417587563389813010e-01,1.463861372543181494e-01,2.326866242237614069e-01
1.431937393983620799e-01,1.473559797982231245e-01,2.336375261960123850e-01
1.446533362877399920e-01,1.483534738137436693e-01,2.341274034231922152e-01
1.456199420961811763e-01,1.491990239412822605e-01,2.347349216544598050e-01
1.463526141507026923e-01,1.507217906808514529e-01,2.357407361838504134e-01
1.477239924190441867e-01,1.520186090757473241e-01,2.361232086964117072e-01
1.485518532378895806e-01,1.532331856335258924e-01,2.369745892956658384e-01
1.500750693426025628e-01,1.543032338153098593e-01,2.381245117154086044e-01
1.512740579157199061e-01,1.549008557795764629e-01,2.392389631373731118e-01
1.520116492224242999e-01,1.556765764457846424e-01,2.398017046506624173e-01
1.532645766694725464e-01,1.565288101680718524e-01,2.403715718030468851e-01
1.538342698415962051e-01,1.572494702080587392e-01,2.413506751111062498e-01
1.550534231139021335e-01,1.578574966561330506e-01,2.417763702212412102e-01
1.559884946263452310e-01,1.588746177376742508e-01,2.430118507725545773e-01
1.567495527549782330e-01,1.595782636192079607e-01,2.437323796615943894e-01
1.577399487221344820e-01,1.606094260084407477e-01,2.442115623337522134e-01
1.588177143474912567e-01,1.619175673285463413e-01,2.453589628866310046e-01
1.599815868145196551e-01,1.627104230155501652e-01,2.460327547336845222e-01
1.610013965779353295e-01,1.641538180413102122e-01,2.462948132146740854e-01
1.618576638140084012e-01,1.653002980605689232e-01,2.467963718298056830e-01
1.625111129193495263e-01,1.666747086068053330e-01,2.476150809430757993e-01
1.634541290714421335e-01,1.680853352150330215e-01,2.481422743078227633e-01
1.646138503943000986e-01,1.691694426438809240e-01,2.487574175997895598e-01
1.654403792059470357e-01,1.701723979196804459e-01,2.493816203464168657e-01
1.662248332400201867e-01,1.714123817693366802e-01,2.497036877441802249e-01
1.674659777566688823e-01,1.721079580128976327e-01,2.505351025688693500e-01
1.689133415005156236e-01,1.728816273002157233e-01,2.511529189962540265e-01
1.697561259344386175e-01,1.742923770021109764e-01,2.515802372477798921e-01
1.705268020011037056e-01,1.751993165437103483e-01,2.519343583535665898e-01
1.712952287546489205e-01,1.759654744580905761e-01,2.529381990430593086e-01
1.718214913662053922e-01,1.768669992020745763e-01,2.538107316255366896e-01
1.724361941015806754e-01,1.777169116923638936e-01,2.541091721154931093e-01
1.733195000998672686e-01,1.782226939656491316e-01,2.545268042154171795e-01
1.740790272790551929e-01,1.795680419046651322e-01,2.554538266747566899e-01
1.747257621760011648e-01,1.801995560647592920e-01,2.566461449844825715e-01
1.754414571377964083e-01,1.810896409187495448e-01,2.575774980071667275e-01
1.767458010895726350e-01,1.824459203156360010e-01,2.587932380903944507e-01
1.779359083216092985e-01,1.831487818269038614e-01,2.594560837467768666e-01
1.793027825735581393e-01,1.836490813342210315e-01,2.600685747250703339e-01
1.803032066051707405e-01,1.849581086471802638e-01,2.609786876038469039e-01
1.797927703025941071e-01,1.840813821827823327e-01,2.610018321361539662e-01
1.812220129750806430e-01,1.845998059788914736e-01,2.617689595444785411e-01
1.773035302596037976e-01,1.811989882186435530e-01,2.600473207813958076e-01
1.779925769406671132e-01,1.819354806519696832e-01,2.612571569126961313e-01
1.788882110169636164e-01,1.828497817685612592e-01,2.621534358859081704e-01
1.797517280068493262e-01,1.835206933951824548e-01,2.624771512233509685e-01
1.803118492635494008e-01,1.840196935319306504e-01,2.626993148934405609e-01
1.799086807344225103e-01,1.833277746521374540e-01,2.630218304367507587e-01
1.804195249761355313e-01,1.839784816342020235e-01,2.635907366752086034e-01
1.785302244094804924e-01,1.819567224920089765e-01,2.627640682576966036e-01
1.796445748552053800e-01,1.824903660033556085e-01,2.631365217326482320e-01
1.809250420992642439e-01,1.835227352252673250e-01,2.635860441511241881e-01
