0.2, 0.2, 0.2
0.20333, 0.20336, 0.20327
0.20596, 0.20677, 0.2061
0.209284, 0.210149, 0.209054
0.211939, 0.213208, 0.211769
0.215267, 0.216219, 0.214829
0.217935, 0.219022, 0.2175
0.221048, 0.221768, 0.220005
0.224101, 0.224807, 0.222675
0.227277, 0.227458, 0.225659
0.229843, 0.230463, 0.228355
0.232454, 0.232801, 0.230905
0.235339, 0.235794, 0.233889
0.238557, 0.238639, 0.236296
0.241246, 0.241197, 0.239308
0.243709, 0.24364, 0.242412
0.246316, 0.246858, 0.244898
0.248688, 0.249777, 0.247258
0.251156, 0.252888, 0.250275
0.253909, 0.255801, 0.253093
0.256786, 0.258926, 0.256085
0.258995, 0.261323, 0.259088
0.261411, 0.263815, 0.261284
0.264003, 0.266222, 0.263546
0.266689, 0.268565, 0.266615
0.269609, 0.271103, 0.268855
0.272361, 0.273517, 0.271582
0.274857, 0.276075, 0.274522
0.276988, 0.278879, 0.277355
0.279906, 0.281746, 0.279421
0.282436, 0.284295, 0.282435
0.284762, 0.286889, 0.2852
0.287433, 0.289258, 0.287309
0.289668, 0.292083, 0.290225
0.29202, 0.29498, 0.292884
0.294308, 0.29769, 0.295496
0.296252, 0.300574, 0.297443
0.298345, 0.303391, 0.299879
0.300815, 0.30528, 0.302579
0.30357, 0.307559, 0.305114
0.306339, 0.309853, 0.307173
0.308601, 0.311984, 0.30934
0.310619, 0.314782, 0.311894
0.313265, 0.317344, 0.313813
0.315356, 0.319809, 0.31619
0.318133, 0.322121, 0.318853
0.320575, 0.323948, 0.32147
0.322541, 0.325944, 0.323521
0.325016, 0.328009, 0.32557
0.326796, 0.32993, 0.328016
0.323529, 0.326148, 0.324252
0.325688, 0.328381, 0.326967
0.326853, 0.329493, 0.32835
0.323426, 0.326185, 0.324712
0.325735, 0.328718, 0.327344
0.326334, 0.32897, 0.32772
0.325188, 0.328289, 0.326092
0.327277, 0.330659, 0.328076
0.321731, 0.325968, 0.32298
0.323931, 0.328623, 0.325012
0.326337, 0.330941, 0.327122
0.323196, 0.3281, 0.324049
0.325237, 0.330581, 0.325875
0.326116, 0.330948, 0.326597
0.324608, 0.328868, 0.324517
0.32671, 0.331524, 0.32645
0.323166, 0.328256, 0.322729
0.325207, 0.330276, 0.325252
0.326614, 0.332054, 0.327249
0.321213, 0.327099, 0.321802
0.323386, 0.328876, 0.323751
0.325426, 0.331483, 0.326198
0.323897, 0.330038, 0.32547
0.325894, 0.332187, 0.327917
0.321064, 0.327658, 0.323322
0.323558, 0.329642, 0.325522
0.326217, 0.331414, 0.327659
0.322076, 0.327754, 0.323713
0.324664, 0.329908, 0.326111
0.327062, 0.331385, 0.328083
0.320692, 0.325632, 0.321825
0.322688, 0.327658, 0.324584
0.324882, 0.329852, 0.327017
0.325328, 0.330137, 0.327181
0.324302, 0.329112, 0.326084
0.326666, 0.331137, 0.328608
0.320459, 0.325259, 0.322788
0.322676, 0.327267, 0.324771
0.32509, 0.329084, 0.326683
0.327091, 0.330834, 0.3281
0.321755, 0.325887, 0.322671
0.323525, 0.327991, 0.324955
0.326274, 0.330513, 0.327205
0.324035, 0.328393, 0.325036
0.326101, 0.330933, 0.327086
0.323349, 0.328896, 0.324626
0.325739, 0.331613, 0.327188
0.323088, 0.329078, 0.324173
0.325579, 0.330933, 0.326608
0.324743, 0.330222, 0.325146
0.327155, 0.332781, 0.327295
0.32069, 0.326518, 0.320697
0.322886, 0.328619, 0.322543
0.325098, 0.330908, 0.325097
0.326197, 0.332689, 0.326136
0.322423, 0.32934, 0.322471
0.324279, 0.331424, 0.324336
0.326453, 0.334006, 0.32615
0.320039, 0.328021, 0.320433
0.322028, 0.330303, 0.3224
0.324786, 0.332231, 0.324206
0.326006, 0.333166, 0.325436
0.32302, 0.329739, 0.322046
0.325052, 0.331961, 0.324654
0.325868, 0.332415, 0.325129
0.32403, 0.33115, 0.324019
0.326596, 0.333164, 0.326615
0.321385, 0.328012, 0.321205
0.323657, 0.329994, 0.323828
0.325635, 0.332704, 0.325985
0.322759, 0.33055, 0.322827
0.325503, 0.333167, 0.32483
0.324262, 0.331241, 0.323489
0.326207, 0.333314, 0.325568
0.322446, 0.330148, 0.321279
0.325001, 0.332557, 0.323781
0.326462, 0.333757, 0.325031
0.322562, 0.329896, 0.321279
0.325167, 0.332547, 0.323101
0.326761, 0.334573, 0.324534
0.32159, 0.330152, 0.319695
0.32362, 0.332461, 0.321917
0.325399, 0.334186, 0.323746
0.324401, 0.332686, 0.322304
0.326835, 0.33467, 0.32496
0.321405, 0.32891, 0.319316
0.324156, 0.330997, 0.32118
0.326441, 0.333191, 0.322983
0.325857, 0.332669, 0.322516
0.327867, 0.334303, 0.324304
0.322198, 0.32911, 0.318324
0.323965, 0.331295, 0.320995
0.326691, 0.333497, 0.323669
0.324153, 0.331387, 0.321673
0.326878, 0.333629, 0.324363
0.323783, 0.330105, 0.32086
0.3265, 0.332575, 0.323515
0.326147, 0.331998, 0.322924
0.327782, 0.333162, 0.324175
0.32409, 0.329066, 0.320059
0.326116, 0.331292, 0.322319
0.328419, 0.333024, 0.325025
0.323213, 0.328022, 0.319142
0.325363, 0.329774, 0.321207
0.327141, 0.331495, 0.32379
0.326858, 0.331159, 0.323599
0.327656, 0.331807, 0.324219
0.325645, 0.330401, 0.321906
0.327661, 0.332159, 0.323965
0.325631, 0.330363, 0.322226
0.327668, 0.33251, 0.324343
0.32493, 0.329121, 0.321133
0.32739, 0.331336, 0.323797
0.327179, 0.331371, 0.323802
0.327468, 0.331173, 0.323556
0.327301, 0.331641, 0.323892
0.326418, 0.330817, 0.323259
0.328386, 0.33282, 0.325596
0.322134, 0.326939, 0.318974
0.324131, 0.329287, 0.32157
0.325976, 0.331911, 0.323591
0.327427, 0.333079, 0.324849
0.323118, 0.329506, 0.32038
0.32512, 0.331799, 0.322298
0.327549, 0.333558, 0.324644
0.3225, 0.329453, 0.319376
0.324725, 0.331436, 0.3221
0.326636, 0.333668, 0.324647
0.322849, 0.330244, 0.321415
0.325082, 0.332663, 0.323696
0.326457, 0.333553, 0.3252
0.32257, 0.329577, 0.320826
0.325195, 0.33144, 0.323151
0.327063, 0.334051, 0.325032
0.322128, 0.328685, 0.319921
0.324785, 0.331153, 0.322252
0.326946, 0.333066, 0.324348
0.324533, 0.330804, 0.321385
0.326946, 0.333219, 0.323997
0.324508, 0.330525, 0.320996
0.326861, 0.332732, 0.32314
0.325819, 0.332291, 0.32218
0.327744, 0.334447, 0.324776
0.321633, 0.328479, 0.318536
0.323773, 0.331098, 0.321154
0.325601, 0.333592, 0.323497
0.324731, 0.33337, 0.322757
0.326115, 0.335311, 0.324329
0.321386, 0.330759, 0.32004
0.323898, 0.332804, 0.32239
0.326464, 0.335437, 0.324735
0.32081, 0.330438, 0.318481
0.322975, 0.332845, 0.3209
0.324957, 0.335488, 0.323404
0.322977, 0.333537, 0.321546
0.325559, 0.336136, 0.324237
0.321157, 0.331758, 0.319029
0.32314, 0.334038, 0.321555
0.325811, 0.336204, 0.323836
0.320945, 0.331589, 0.318964
0.32312, 0.333839, 0.32105
0.325861, 0.335786, 0.323634
0.321622, 0.331838, 0.31919
0.323702, 0.333937, 0.321934
0.3255, 0.336013, 0.324503
0.320232, 0.331145, 0.319719
0.32263, 0.332978, 0.322291
0.325165, 0.335531, 0.324417
0.320993, 0.33237, 0.321015
0.322837, 0.334666, 0.323359
0.324759, 0.337086, 0.324949
0.318522, 0.331585, 0.318809
0.320911, 0.333476, 0.320646
0.323315, 0.335665, 0.322862
0.323699, 0.336018, 0.323474
0.32309, 0.335405, 0.322503
0.3246, 0.337618, 0.324555
0.319104, 0.331901, 0.318177
0.321709, 0.33383, 0.320788
0.323649, 0.335827, 0.323493
0.323156, 0.334987, 0.323189
0.324906, 0.336394, 0.324508
0.320511, 0.331782, 0.31949
0.323078, 0.334261, 0.321893
0.325589, 0.336836, 0.323852
0.319951, 0.331833, 0.318989
0.321901, 0.334002, 0.321125
